"Date","hedge_ratio_tvp"
2024-04-18,0.834367003034365
2024-04-19,0.811935830881197
2024-04-23,0.790114252431365
2024-04-24,0.791393048079776
2024-04-25,0.791320720541416
2024-04-26,0.769401526768374
2024-04-30,0.85739878442677
2024-05-01,0.886320641037643
2024-05-02,0.887381183195505
2024-05-03,0.968751325709379
2024-05-07,0.967954166895917
2024-05-08,0.968655900476796
2024-05-09,0.983827454226424
2024-05-10,0.980233748421667
2024-05-14,0.960427692682321
2024-05-15,1.0550757548235
2024-05-16,1.0571233437051
2024-05-17,1.0595109560401
2024-05-21,1.05484694078283
2024-05-22,1.06202157994101
2024-05-23,1.07585072658912
2024-05-24,1.0752876029917
2024-05-29,1.07916231356082
2024-05-30,1.06024973416348
2024-05-31,1.03684125383801
2024-06-04,1.04053447925283
2024-06-05,1.03693063679097
2024-06-06,1.03672023607445
2024-06-07,1.04199358293113
2024-06-11,1.03118091652954
2024-06-12,1.02985354451923
2024-06-13,1.0230284996783
2024-06-14,1.02235247004805
2024-06-18,1.01446573202944
2024-06-21,1.01803694079826
2024-06-25,1.02724031705462
2024-06-26,1.0254292296987
2024-06-27,1.02684193207436
2024-06-28,1.03847570359646
2024-07-02,1.01635534868554
2024-07-03,0.989621544754322
2024-07-09,0.991411239220664
2024-07-10,0.972981261827533
2024-07-11,0.974746086987346
2024-07-12,0.976647353059101
2024-07-16,0.97412679372593
2024-07-17,0.979909652366728
2024-07-18,0.974500611000245
2024-07-19,0.915896050435777
2024-07-23,0.92449962189236
2024-07-24,0.897031309580553
2024-07-25,0.887262224210203
2024-07-26,0.920515149085185
2024-07-30,0.921464886984884
2024-07-31,0.829306684763893
2024-08-01,0.794365111251268
2024-08-02,0.924138924777606
2024-08-06,0.948011808774707
2024-08-07,0.955003400830477
2024-08-08,1.20321267332094
2024-08-09,1.20397950268293
2024-08-13,1.19821919023411
2024-08-14,1.18314247773337
2024-08-15,1.08515200426682
2024-08-16,1.08968888436036
2024-08-20,1.09051413885871
2024-08-21,1.10067765095483
2024-08-22,1.09940873798626
2024-08-23,1.15317183897921
2024-08-27,1.14192055127212
2024-08-28,1.15473028538401
